target;protectedtarget;numGens;monoDeprotected;diDeprotected;total#ofBuilings;blockAboveLimits;monoProtected;diProtected
CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[1nH]ccc23)C1;CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3c2cc[1n]3C(=O)OC(C)(C)C)C1;2;CCCS(=O)(=O)N[C@H]1C[C@@H](NC)C1.CC(C)(C)OC(=O)[1n]1ccc2c(B(O)O)ncnc21.CC(C)(C)OC(=O)[1n]1ccc2c(Br)ncnc21;;3;0;CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)C(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)C1.CN1C(C)(C)C(=O)OB(c2ncnc3c2cc[1n]3C(=O)OC(C)(C)C)OC(=O)C1(C)C.CC(C)(C)OC(=O)[1n]1ccc2c(Br)ncnc21;
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[1nH]c3cc(C#N)ccc3c1C2=O;CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1c(c3ccc(C#N)cc3[1n]1C(=O)OC(C)(C)C)C2=O;2;C1CC(N2CCOCC2)CCN1;CC(C)(C)OC(=O)[1n]1c(Br)c(B(O)O)c2ccc(C#N)cc21.CC(C)(C)OC(=O)[1n]1c(B(O)O)c(Br)c2ccc(C#N)cc21;3;1;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCC(N4CCOCC4)CC3)cc2)OC(=O)C1(C)C;CN1C(C)(C)C(=O)OB(c2c(Br)c3ccc(C#N)cc3[1n]2C(=O)OC(C)(C)C)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2c(Br)[1n](C(=O)OC(C)(C)C)c3cc(C#N)ccc23)OC(=O)C1(C)C
N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1;N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1;3;N#CC1(c2ccc(N)cc2)CCCC1.NCc1ccncc1;Nc1ccc(Br)cc1;3;0;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(C4(C#N)CCCC4)cc3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)NCc3ccncc3)cc2)OC(=O)C1(C)C;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(Br)cc3)cc2)OC(=O)C1(C)C
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1;Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1;3;CC(C)(c1cc(Br)ccn1)C(F)(F)F.c1coc([C@@H]2CCCN2)n1.CC(C)(c1cc(B(O)O)ccn1)C(F)(F)F;OB(O)c1cc(Br)ccn1.OB(O)c1ccnc(Br)c1;5;0;CC(C)(c1cc(Br)ccn1)C(F)(F)F.CN1C(C)(C)C(=O)OB(c2ccnc(C(C)(C)C(F)(F)F)c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCC[C@H]3c3ncco3)cc2)OC(=O)C1(C)C;CN1C(C)(C)C(=O)OB(c2cc(Br)ccn2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccnc(Br)c2)OC(=O)C1(C)C
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1;CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1;3;[1CH3]c1cc(B(O)O)ccc1F.[1CH3]c1cc(Br)ccc1F.CN(C)C/C=C/C(=O)O.[1CH3]c1cc(N)ccc1F;Nc1cc2c(Br)ncnc2cc1O[C@H]1CCOC1;5;0;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(F)c([1CH3])c3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(F)c([1CH3])c2)OC(=O)C1(C)C.[1CH3]c1cc(Br)ccc1F.CN(C)C/C=C/C(=O)O;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3cc4c(Br)ncnc4cc3O[C@H]3CCOC3)cc2)OC(=O)C1(C)C
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[1nH]ccc34)cn2)C1;CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4c3cc[1n]4C(=O)OC(C)(C)C)cn2)C1;2;CCS(=O)(=O)N1CC(CC#N)(n2cc(B(O)O)cn2)C1.CCS(=O)(=O)N1CC(CC#N)(n2cc(Br)cn2)C1.CC(C)(C)OC(=O)[1n]1ccc2c(Br)ncnc21.CC(C)(C)OC(=O)[1n]1ccc2c(B(O)O)ncnc21;;4;0;CCS(=O)(=O)N1CC(CC#N)(n2cc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cn2)C1.CN1C(C)(C)C(=O)OB(c2ncnc3c2cc[1n]3C(=O)OC(C)(C)C)OC(=O)C1(C)C.CCS(=O)(=O)N1CC(CC#N)(n2cc(Br)cn2)C1.CC(C)(C)OC(=O)[1n]1ccc2c(Br)ncnc21;
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1;CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1;3;CCN1CCN(Cc2ccc(Br)nc2)CC1.Cc1nc2c(F)cc(B(O)O)cc2n1C(C)C.CCN1CCN(Cc2ccc(B(O)O)nc2)CC1.Cc1nc2c(F)cc(Br)cc2n1C(C)C.CCN1CCN(Cc2ccc(N)nc2)CC1;OB(O)c1nc(Br)ncc1F.Nc1ncc(F)c(Br)n1;7;0;CCN1CCN(Cc2ccc(Br)nc2)CC1.CCN1CCN(Cc2ccc(NC(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)nc2)CC1.Cc1nc2c(F)cc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2n1C(C)C.CCN1CCN(Cc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)nc2)CC1.Cc1nc2c(F)cc(Br)cc2n1C(C)C;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ncc(F)c(Br)n3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2nc(Br)ncc2F)OC(=O)C1(C)C
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccn[1nH]2)c1;CC(C)(C)OC(=O)[1n]1nccc1-c1cc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cnc1N1CC[C@@H](O)C1;4;CC(C)(C)OC(=O)[1n]1nccc1Br.Nc1ccc(OC(F)(F)Cl)cc1.O[C@@H]1CCNC1.CC(C)(C)OC(=O)[1n]1nccc1B(O)O;;4;0;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(OC(F)(F)Cl)cc3)cc2)OC(=O)C1(C)C.CC(C)(C)OC(=O)[1n]1nccc1Br.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CC[C@@H](O)C3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccn[1n]2C(=O)OC(C)(C)C)OC(=O)C1(C)C;
Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21;Cn1cnc2c(F)c(Nc3ccc([At])cc3F)c(C(=O)NOCCO)cc21;3;[4CH3]c1ccc(Br)c(F)c1.[4CH3]c1ccc(B(O)O)c(F)c1.[4CH3]c1ccc(N)c(F)c1.NOCCO;Cn1cnc2c(F)c(N)c(C(=O)O)cc21;5;0;[4CH3]c1ccc(Br)c(F)c1.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc([4CH3])cc3F)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc([4CH3])cc2F)OC(=O)C1(C)C.NOCCO;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3c(C(=O)O)cc4c(ncn4C)c3F)cc2)OC(=O)C1(C)C
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl;COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl;2;COc1cc(N)c([1CH3])cc1[1CH3].COc1cc2c(B(O)O)c(C#N)cnc2cc1OCCCN1CCN(C)CC1.COc1cc2c(N)c(C#N)cnc2cc1OCCCN1CCN(C)CC1.COc1cc(B(O)O)c([1CH3])cc1[1CH3].COc1cc(Br)c([1CH3])cc1[1CH3].COc1cc2c(Br)c(C#N)cnc2cc1OCCCN1CCN(C)CC1;COc1cc2c(N)c(C#N)cnc2cc1Br;7;0;COc1cc2c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1.COc1cc(NC(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)c([1CH3])cc1[1CH3].COc1cc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)c([1CH3])cc1[1CH3].COc1cc(Br)c([1CH3])cc1[1CH3].COc1cc2c(Br)c(C#N)cnc2cc1OCCCN1CCN(C)CC1.COc1cc2c(NC(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1;COc1cc2c(NC(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)c(C#N)cnc2cc1Br
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c([1NH2])nccn12;CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c([1NH]C(=O)OC(C)(C)C)nccn12;4;Nc1ccccn1.CC#CC(=O)O;CC(C)(C)OC(=O)[1NH]c1nccn2c([C@@H]3CCCN3)nc(Br)c12.O=C(O)c1ccc(B(O)O)cc1;4;0;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccccn3)cc2)OC(=O)C1(C)C.CC#CC(=O)O;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCC[C@H]3c3nc(Br)c4c([1NH]C(=O)OC(C)(C)C)nccn34)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(C(=O)O)cc2)OC(=O)C1(C)C
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F;CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F;2;Brc1cnc2ncc(Cc3ccc4ncccc4c3)n2n1.OB(O)c1ccc2ncccc2c1.CNC(=O)c1ccc(B(O)O)cc1F.CNC(=O)c1ccc(Br)cc1F.Brc1ccc2ncccc2c1.OB(O)c1cnc2ncc(Cc3ccc4ncccc4c3)n2n1;OB(O)c1cnc2ncc(Br)nn12.OB(O)c1cnc2ncc(Br)n2n1.O=C(O)c1ccc(B(O)O)cc1F;9;0;Brc1cnc2ncc(Cc3ccc4ncccc4c3)n2n1.CNC(=O)c1ccc(Br)cc1F.Brc1ccc2ncccc2c1.CN1C(C)(C)C(=O)OB(c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc3ncccc3c2)OC(=O)C1(C)C.CNC(=O)c1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1F;CN1C(C)(C)C(=O)OB(c2ccc(C(=O)O)c(F)c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cnc3ncc(Br)n3n2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cnc3ncc(Br)nn23)OC(=O)C1(C)C
Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)([1NH2])c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1;Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)([1NH]C(=O)OC(C)(C)C)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1;4;CC(C)(C)OC(=O)[1NH][C@@](C)(c1ccc(F)cc1)c1cnc(Br)nc1.OB(O)c1ccc(F)cc1.Cn1cc(B(O)O)cn1.Cn1cc(Br)cn1.Fc1ccc(Br)cc1;OB(O)c1cnc(Br)nc1.OB(O)c1ncnn2cc(Br)cc12.OB(O)c1cc2c(Br)ncnn2c1;8;0;CC(C)(C)OC(=O)[1NH][C@@](C)(c1ccc(F)cc1)c1cnc(Br)nc1.Cn1cc(Br)cn1.CN1C(C)(C)C(=O)OB(c2ccc(F)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cnn(C)c2)OC(=O)C1(C)C.Fc1ccc(Br)cc1;CN1C(C)(C)C(=O)OB(c2cnc(Br)nc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ncnn3cc(Br)cc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cc3c(Br)ncnn3c2)OC(=O)C1(C)C
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc([1NH2])nc1)N1CCN=C21;COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc([1NH]C(=O)OC(C)(C)C)nc1)N1CCN=C21;2;CC(C)(C)OC(=O)[1NH]c1ncc(C(=O)O)cn1.COc1c(OCCCN2CCOCC2)ccc2c1N=C(N)N1CCN=C21;COc1c(Br)ccc2c1N=C(N)N1CCN=C21;3;0;CC(C)(C)OC(=O)[1NH]c1ncc(C(=O)O)cn1.COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)OCc1ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc1)N1CCN=C21;COc1c(Br)ccc2c1N=C(NC(=O)OCc1ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc1)N1CCN=C21
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC;COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC;4;Nc1ccc(F)cc1.COc1cc2nccc(B(O)O)c2cc1OC.COc1cc2nccc(Br)c2cc1OC;Nc1ccc(Br)cc1;4;0;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(F)cc3)cc2)OC(=O)C1(C)C.COc1cc2nccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)c2cc1OC.COc1cc2nccc(Br)c2cc1OC;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(Br)cc3)cc2)OC(=O)C1(C)C
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCC[1NH]2)C1;O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCC[1NH]2)C1;3;[1CH3]c1ccc(Br)c(F)c1.[1CH3]c1ccc(N)c(F)c1.[1CH3]c1ccc(B(O)O)c(F)c1;Nc1c(C(=O)O)ccc(F)c1F;4;0;[1CH3]c1ccc(Br)c(F)c1.CN1C(C)(C)C(=O)OB(c2ccc([1CH3])cc2F)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc([1CH3])cc3F)cc2)OC(=O)C1(C)C;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3c(C(=O)O)ccc(F)c3F)cc2)OC(=O)C1(C)C
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[1nH]c2c1;CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[1n](C(=O)OC(C)(C)C)c2c1;3;CNC(=O)c1ccccc1Sc1ccc2c(B(O)O)n[1n](C(=O)OC(C)(C)C)c2c1.CNC(=O)c1ccccc1Sc1ccc2c(C=CB(O)O)n[1n](C(=O)OC(C)(C)C)c2c1.OB(O)c1ccccn1.CC(C)(C)OC(=O)[1n]1nc(/C=C/c2ccccn2)c2ccc(B(O)O)cc21.CNC(=O)c1ccccc1Sc1ccc2c(/C=C/B(O)O)n[1n](C(=O)OC(C)(C)C)c2c1.Brc1ccccn1.OB(O)/C=C/c1ccccn1.CNC(=O)c1ccccc1Sc1ccc2c(Br)n[1n](C(=O)OC(C)(C)C)c2c1.CNC(=O)c1ccccc1Sc1ccc2c(/C=C\Br)n[1n](C(=O)OC(C)(C)C)c2c1.Br/C=C/c1ccccn1.CNC(=O)c1ccccc1Sc1ccc2c(/C=C\B(O)O)n[1n](C(=O)OC(C)(C)C)c2c1.CNC(=O)c1ccccc1Br.CNC(=O)c1ccccc1B(O)O.CNC(=O)c1ccccc1Sc1ccc2c(C=CBr)n[1n](C(=O)OC(C)(C)C)c2c1.BrC=Cc1ccccn1.CC(C)(C)OC(=O)[1n]1nc(/C=C/c2ccccn2)c2ccc(Br)cc21.CNC(=O)c1ccccc1Sc1ccc2c(/C=C/Br)n[1n](C(=O)OC(C)(C)C)c2c1;CC(C)(C)OC(=O)[1n]1nc(B(O)O)c2ccc(Br)cc21.CC(C)(C)OC(=O)[1n]1nc(Br)c2ccc(B(O)O)cc21.CC(C)(C)OC(=O)[1n]1nc(/C=C\B(O)O)c2ccc(Br)cc21.OB(O)/C=C/Br.O=C(O)c1ccccc1B(O)O.CC(C)(C)OC(=O)[1n]1nc(/C=C\B(O)O)c2ccc(Sc3ccccc3C(=O)O)cc21.CC(C)(C)OC(=O)[1n]1nc(C=CB(O)O)c2ccc(Sc3ccccc3C(=O)O)cc21.CC(C)(C)OC(=O)[1n]1nc(/C=C/B(O)O)c2ccc(Br)cc21.CC(C)(C)OC(=O)[1n]1nc(/C=C/B(O)O)c2ccc(Sc3ccccc3C(=O)O)cc21.CC(C)(C)OC(=O)[1n]1nc(C=CBr)c2ccc(B(O)O)cc21.CC(C)(C)OC(=O)[1n]1nc(B(O)O)c2ccc(Sc3ccccc3C(=O)O)cc21;28;0;CNC(=O)c1ccccc1Sc1ccc2c(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)n[1n](C(=O)OC(C)(C)C)c2c1.CN1C(C)(C)C(=O)OB(/C=C/c2ccccn2)OC(=O)C1(C)C.CNC(=O)c1ccccc1Sc1ccc2c(C=CB3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)n[1n](C(=O)OC(C)(C)C)c2c1.CN1C(C)(C)C(=O)OB(c2ccc3c(/C=C/c4ccccn4)n[1n](C(=O)OC(C)(C)C)c3c2)OC(=O)C1(C)C.Brc1ccccn1.CNC(=O)c1ccccc1Sc1ccc2c(/C=C\B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)n[1n](C(=O)OC(C)(C)C)c2c1.Br/C=C/c1ccccn1.CNC(=O)c1ccccc1Sc1ccc2c(/C=C\Br)n[1n](C(=O)OC(C)(C)C)c2c1.CNC(=O)c1ccccc1Sc1ccc2c(Br)n[1n](C(=O)OC(C)(C)C)c2c1.CN1C(C)(C)C(=O)OB(c2ccccn2)OC(=O)C1(C)C.CNC(=O)c1ccccc1Br.CC(C)(C)OC(=O)[1n]1nc(/C=C/c2ccccn2)c2ccc(Br)cc21.CNC(=O)c1ccccc1Sc1ccc2c(C=CBr)n[1n](C(=O)OC(C)(C)C)c2c1.CNC(=O)c1ccccc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.BrC=Cc1ccccn1.CNC(=O)c1ccccc1Sc1ccc2c(/C=C/B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)n[1n](C(=O)OC(C)(C)C)c2c1.CNC(=O)c1ccccc1Sc1ccc2c(/C=C/Br)n[1n](C(=O)OC(C)(C)C)c2c1;CN1C(C)(C)C(=O)OB(/C=C/c2n[1n](C(=O)OC(C)(C)C)c3cc(Br)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(/C=C\c2n[1n](C(=O)OC(C)(C)C)c3cc(Sc4ccccc4C(=O)O)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(/C=C/Br)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc3c(C=CBr)n[1n](C(=O)OC(C)(C)C)c3c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc3c(Br)n[1n](C(=O)OC(C)(C)C)c3c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(C=Cc2n[1n](C(=O)OC(C)(C)C)c3cc(Sc4ccccc4C(=O)O)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2n[1n](C(=O)OC(C)(C)C)c3cc(Br)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(/C=C/c2n[1n](C(=O)OC(C)(C)C)c3cc(Sc4ccccc4C(=O)O)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(/C=C\c2n[1n](C(=O)OC(C)(C)C)c3cc(Br)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2C(=O)O)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2n[1n](C(=O)OC(C)(C)C)c3cc(Sc4ccccc4C(=O)O)ccc23)OC(=O)C1(C)C
C[C@@H](Oc1cc(-c2cnn(C3CC[1NH]CC3)c2)cnc1[1NH2])c1c(Cl)ccc(F)c1Cl;C[C@@H](Oc1cc(-c2cnn(C3CC[1N](C(=O)OC(C)(C)C)CC3)c2)cnc1[1NH]C(=O)OC(C)(C)C)c1c(Cl)ccc(F)c1Cl;2;CC(C)(C)OC(=O)[1N]1CCC(n2cc(Br)cn2)CC1.C[C@@H](Oc1cc(Br)cnc1[1NH]C(=O)OC(C)(C)C)c1c([1CH3])ccc(F)c1[1CH3].C[C@@H](Oc1cc(B(O)O)cnc1[1NH]C(=O)OC(C)(C)C)c1c([1CH3])ccc(F)c1[1CH3].CC(C)(C)OC(=O)[1N]1CCC(n2cc(B(O)O)cn2)CC1;CC(C)(C)OC(=O)[1NH]c1ncc(Br)cc1B(O)O.CC(C)(C)OC(=O)[1NH]c1ncc(B(O)O)cc1Br;6;0;CC(C)(C)OC(=O)[1N]1CCC(n2cc(Br)cn2)CC1.CN1C(C)(C)C(=O)OB(c2cnn(C3CC[1N](C(=O)OC(C)(C)C)CC3)c2)OC(=O)C1(C)C.C[C@@H](Oc1cc(Br)cnc1[1NH]C(=O)OC(C)(C)C)c1c([1CH3])ccc(F)c1[1CH3].C[C@@H](Oc1cc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cnc1[1NH]C(=O)OC(C)(C)C)c1c([1CH3])ccc(F)c1[1CH3];CN1C(C)(C)C(=O)OB(c2cc(Br)cnc2[1NH]C(=O)OC(C)(C)C)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cnc([1NH]C(=O)OC(C)(C)C)c(Br)c2)OC(=O)C1(C)C
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1;3;[1CH3]c1cc(B(O)O)ccc1F.[1CH3]c1cc(Br)ccc1F.[1CH3]c1cc(N)ccc1F.O=C(O)/C=C/CN1CCCCC1;COc1cc2ncnc(Br)c2cc1N;5;0;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(F)c([1CH3])c3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(F)c([1CH3])c2)OC(=O)C1(C)C.[1CH3]c1cc(Br)ccc1F.O=C(O)/C=C/CN1CCCCC1;COc1cc2ncnc(Br)c2cc1NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1
