target;protectedtarget;numGens;monoDeprotected;diProtected;total#ofBuilings;blockAboveLimits
CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[1nH]ccc23)C1;CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3c2cc[1n]3C(=O)OC(C)(C)C)C1;2;CCCS(=O)(=O)N[C@H]1C[C@@H](NC)C1.CC(C)(C)OC(=O)[1n]1ccc2c(B(O)O)ncnc21.CC(C)(C)OC(=O)[1n]1ccc2c(Br)ncnc21;;3;0
CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[1nH]c3cc(C#N)ccc3c1C2=O;CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1c(c3ccc(C#N)cc3[1n]1C(=O)OC(C)(C)C)C2=O;2;C1CC(N2CCOCC2)CCN1;CN1C(C)(C)C(=O)OB(c2c(Br)c3ccc(C#N)cc3[1n]2C(=O)OC(C)(C)C)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2c(Br)[1n](C(=O)OC(C)(C)C)c3cc(C#N)ccc23)OC(=O)C1(C)C;3;1
N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1;N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1;3;N#CC1(c2ccc(N)cc2)CCCC1.NCc1ccncc1;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(Br)cc3)cc2)OC(=O)C1(C)C;3;0
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1;Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1;3;CC(C)(c1cc(Br)ccn1)C(F)(F)F.c1coc([C@@H]2CCCN2)n1.CC(C)(c1cc(B(O)O)ccn1)C(F)(F)F;CN1C(C)(C)C(=O)OB(c2cc(Br)ccn2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccnc(Br)c2)OC(=O)C1(C)C;5;0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1;CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1;3;[1CH3]c1cc(B(O)O)ccc1F.[1CH3]c1cc(Br)ccc1F.CN(C)C/C=C/C(=O)O.[1CH3]c1cc(N)ccc1F;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3cc4c(Br)ncnc4cc3O[C@H]3CCOC3)cc2)OC(=O)C1(C)C;5;0
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[1nH]ccc34)cn2)C1;CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4c3cc[1n]4C(=O)OC(C)(C)C)cn2)C1;2;CCS(=O)(=O)N1CC(CC#N)(n2cc(B(O)O)cn2)C1.CCS(=O)(=O)N1CC(CC#N)(n2cc(Br)cn2)C1.CC(C)(C)OC(=O)[1n]1ccc2c(Br)ncnc21.CC(C)(C)OC(=O)[1n]1ccc2c(B(O)O)ncnc21;;4;0
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1;CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1;3;CCN1CCN(Cc2ccc(Br)nc2)CC1.Cc1nc2c(F)cc(B(O)O)cc2n1C(C)C.CCN1CCN(Cc2ccc(B(O)O)nc2)CC1.Cc1nc2c(F)cc(Br)cc2n1C(C)C.CCN1CCN(Cc2ccc(N)nc2)CC1;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ncc(F)c(Br)n3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2nc(Br)ncc2F)OC(=O)C1(C)C;7;0
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccn[1nH]2)c1;CC(C)(C)OC(=O)[1n]1nccc1-c1cc(C(=O)Nc2ccc(OC(F)(F)Cl)cc2)cnc1N1CC[C@@H](O)C1;4;CC(C)(C)OC(=O)[1n]1nccc1Br.Nc1ccc(OC(F)(F)Cl)cc1.O[C@@H]1CCNC1.CC(C)(C)OC(=O)[1n]1nccc1B(O)O;;4;0
Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21;Cn1cnc2c(F)c(Nc3ccc([At])cc3F)c(C(=O)NOCCO)cc21;3;[4CH3]c1ccc(Br)c(F)c1.[4CH3]c1ccc(B(O)O)c(F)c1.[4CH3]c1ccc(N)c(F)c1.NOCCO;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3c(C(=O)O)cc4c(ncn4C)c3F)cc2)OC(=O)C1(C)C;5;0
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl;COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl;2;COc1cc(N)c([1CH3])cc1[1CH3].COc1cc2c(B(O)O)c(C#N)cnc2cc1OCCCN1CCN(C)CC1.COc1cc2c(N)c(C#N)cnc2cc1OCCCN1CCN(C)CC1.COc1cc(B(O)O)c([1CH3])cc1[1CH3].COc1cc(Br)c([1CH3])cc1[1CH3].COc1cc2c(Br)c(C#N)cnc2cc1OCCCN1CCN(C)CC1;COc1cc2c(NC(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)c(C#N)cnc2cc1Br;7;0
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c([1NH2])nccn12;CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c([1NH]C(=O)OC(C)(C)C)nccn12;4;Nc1ccccn1.CC#CC(=O)O;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)N3CCC[C@H]3c3nc(Br)c4c([1NH]C(=O)OC(C)(C)C)nccn34)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(C(=O)O)cc2)OC(=O)C1(C)C;4;0
CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F;CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F;2;Brc1cnc2ncc(Cc3ccc4ncccc4c3)n2n1.OB(O)c1ccc2ncccc2c1.CNC(=O)c1ccc(B(O)O)cc1F.CNC(=O)c1ccc(Br)cc1F.Brc1ccc2ncccc2c1.OB(O)c1cnc2ncc(Cc3ccc4ncccc4c3)n2n1;CN1C(C)(C)C(=O)OB(c2ccc(C(=O)O)c(F)c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cnc3ncc(Br)n3n2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cnc3ncc(Br)nn23)OC(=O)C1(C)C;9;0
Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)([1NH2])c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1;Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)([1NH]C(=O)OC(C)(C)C)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1;4;CC(C)(C)OC(=O)[1NH][C@@](C)(c1ccc(F)cc1)c1cnc(Br)nc1.OB(O)c1ccc(F)cc1.Cn1cc(B(O)O)cn1.Cn1cc(Br)cn1.Fc1ccc(Br)cc1;CN1C(C)(C)C(=O)OB(c2cnc(Br)nc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ncnn3cc(Br)cc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cc3c(Br)ncnn3c2)OC(=O)C1(C)C;8;0
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc([1NH2])nc1)N1CCN=C21;COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc([1NH]C(=O)OC(C)(C)C)nc1)N1CCN=C21;2;CC(C)(C)OC(=O)[1NH]c1ncc(C(=O)O)cn1.COc1c(OCCCN2CCOCC2)ccc2c1N=C(N)N1CCN=C21;COc1c(Br)ccc2c1N=C(NC(=O)OCc1ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc1)N1CCN=C21;3;0
COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC;COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC;4;Nc1ccc(F)cc1.COc1cc2nccc(B(O)O)c2cc1OC.COc1cc2nccc(Br)c2cc1OC;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ccc(Br)cc3)cc2)OC(=O)C1(C)C;4;0
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCC[1NH]2)C1;O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCC[1NH]2)C1;3;[1CH3]c1ccc(Br)c(F)c1.[1CH3]c1ccc(N)c(F)c1.[1CH3]c1ccc(B(O)O)c(F)c1;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3c(C(=O)O)ccc(F)c3F)cc2)OC(=O)C1(C)C;4;0
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[1nH]c2c1;CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[1n](C(=O)OC(C)(C)C)c2c1;3;CNC(=O)c1ccccc1Sc1ccc2c(B(O)O)n[1n](C(=O)OC(C)(C)C)c2c1.CNC(=O)c1ccccc1Sc1ccc2c(C=CB(O)O)n[1n](C(=O)OC(C)(C)C)c2c1.OB(O)c1ccccn1.CC(C)(C)OC(=O)[1n]1nc(/C=C/c2ccccn2)c2ccc(B(O)O)cc21.CNC(=O)c1ccccc1Sc1ccc2c(/C=C/B(O)O)n[1n](C(=O)OC(C)(C)C)c2c1.Brc1ccccn1.OB(O)/C=C/c1ccccn1.CNC(=O)c1ccccc1Sc1ccc2c(Br)n[1n](C(=O)OC(C)(C)C)c2c1.CNC(=O)c1ccccc1Sc1ccc2c(/C=C\Br)n[1n](C(=O)OC(C)(C)C)c2c1.Br/C=C/c1ccccn1.CNC(=O)c1ccccc1Sc1ccc2c(/C=C\B(O)O)n[1n](C(=O)OC(C)(C)C)c2c1.CNC(=O)c1ccccc1Br.CNC(=O)c1ccccc1B(O)O.CNC(=O)c1ccccc1Sc1ccc2c(C=CBr)n[1n](C(=O)OC(C)(C)C)c2c1.BrC=Cc1ccccn1.CC(C)(C)OC(=O)[1n]1nc(/C=C/c2ccccn2)c2ccc(Br)cc21.CNC(=O)c1ccccc1Sc1ccc2c(/C=C/Br)n[1n](C(=O)OC(C)(C)C)c2c1;CN1C(C)(C)C(=O)OB(/C=C/c2n[1n](C(=O)OC(C)(C)C)c3cc(Br)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(/C=C\c2n[1n](C(=O)OC(C)(C)C)c3cc(Sc4ccccc4C(=O)O)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(/C=C/Br)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc3c(C=CBr)n[1n](C(=O)OC(C)(C)C)c3c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc3c(Br)n[1n](C(=O)OC(C)(C)C)c3c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(C=Cc2n[1n](C(=O)OC(C)(C)C)c3cc(Sc4ccccc4C(=O)O)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2n[1n](C(=O)OC(C)(C)C)c3cc(Br)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(/C=C/c2n[1n](C(=O)OC(C)(C)C)c3cc(Sc4ccccc4C(=O)O)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(/C=C\c2n[1n](C(=O)OC(C)(C)C)c3cc(Br)ccc23)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccccc2C(=O)O)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2n[1n](C(=O)OC(C)(C)C)c3cc(Sc4ccccc4C(=O)O)ccc23)OC(=O)C1(C)C;28;0
C[C@@H](Oc1cc(-c2cnn(C3CC[1NH]CC3)c2)cnc1[1NH2])c1c(Cl)ccc(F)c1Cl;C[C@@H](Oc1cc(-c2cnn(C3CC[1N](C(=O)OC(C)(C)C)CC3)c2)cnc1[1NH]C(=O)OC(C)(C)C)c1c(Cl)ccc(F)c1Cl;2;CC(C)(C)OC(=O)[1N]1CCC(n2cc(Br)cn2)CC1.C[C@@H](Oc1cc(Br)cnc1[1NH]C(=O)OC(C)(C)C)c1c([1CH3])ccc(F)c1[1CH3].C[C@@H](Oc1cc(B(O)O)cnc1[1NH]C(=O)OC(C)(C)C)c1c([1CH3])ccc(F)c1[1CH3].CC(C)(C)OC(=O)[1N]1CCC(n2cc(B(O)O)cn2)CC1;CN1C(C)(C)C(=O)OB(c2cc(Br)cnc2[1NH]C(=O)OC(C)(C)C)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cnc([1NH]C(=O)OC(C)(C)C)c(Br)c2)OC(=O)C1(C)C;6;0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1;3;[1CH3]c1cc(B(O)O)ccc1F.[1CH3]c1cc(Br)ccc1F.[1CH3]c1cc(N)ccc1F.O=C(O)/C=C/CN1CCCCC1;COc1cc2ncnc(Br)c2cc1NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1;5;0
C[C@H](Nc1ncnc2[1nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1;C[C@H](Nc1ncnc2c1nc[1n]2C(=O)OC(C)(C)C)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1;2;C[C@H](N)c1cc2cccc([1CH3])c2c(=O)n1-c1ccccc1.CC(C)(C)OC(=O)[1n]1cnc2c(B(O)O)ncnc21.CC(C)(C)OC(=O)[1n]1cnc2c(Br)ncnc21;;3;0
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CC[1NH]CC1;Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CC[1N](C(=O)OC(C)(C)C)CC1;3;CC(C)S(=O)(=O)c1ccccc1B(O)O.Cc1cc(B(O)O)c(OC(C)C)cc1C1CC[1N](C(=O)OC(C)(C)C)CC1.CC(C)S(=O)(=O)c1ccccc1N.CC(C)S(=O)(=O)c1ccccc1Br.Cc1cc(Br)c(OC(C)C)cc1C1CC[1N](C(=O)OC(C)(C)C)CC1.Cc1cc(N)c(OC(C)C)cc1C1CC[1N](C(=O)OC(C)(C)C)CC1;Cc1cc(Br)c(OC(C)C)cc1B1OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O1.Cc1cc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)c(OC(C)C)cc1Br.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ncc([1CH3])c(Br)n3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3nc(Br)ncc3[1CH3])cc2)OC(=O)C1(C)C.Cc1cc(NC(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)c(OC(C)C)cc1Br;11;0
CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc([1NH2])n2)s1;CC(C)(C)OC(=O)[1NH]c1nccc(-c2sc(C(C)(C)C)nc2-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)n1;3;CC(C)(C)OC(=O)[1NH]c1nccc(B(O)O)n1.O=S(=O)(Nc1cccc(Br)c1F)c1c(F)cccc1F.CC(C)(C)OC(=O)[1NH]c1nccc(Br)n1.O=S(=O)(Nc1cccc(B(O)O)c1F)c1c(F)cccc1F;CN1C(C)(C)C(=O)OB(c2nc(C(C)(C)C)sc2Br)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2sc(C(C)(C)C)nc2Br)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3cccc(Br)c3F)cc2)OC(=O)C1(C)C;7;0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1;COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1;4;CP(C)(=O)c1ccccc1B(O)O.CP(C)(=O)c1ccccc1Br.CP(C)(=O)c1ccccc1N.CN1CCN(C2CCNCC2)CC1;CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ncc([1CH3])c(Br)n3)cc2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3nc(Br)ncc3[1CH3])cc2)OC(=O)C1(C)C.COc1cc(Br)ccc1NC(=O)OCc1ccc(B2OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O2)cc1;7;0
COc1cc(OC)cc(N(CC[1NH]C(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1;COc1cc(OC)cc(N(CC[1N](C(=O)OC(C)(C)C)C(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1;2;COc1cc(Br)cc(OC)c1.COc1cc(OC)cc(B(O)O)c1.Cn1cc(B(O)O)cn1.Cn1cc(Br)cn1.CC(C)[1N](CCN)C(=O)OC(C)(C)C;CN1C(C)(C)C(=O)OB(c2ccc3ncc(Br)nc3c2)OC(=O)C1(C)C.CN1C(C)(C)C(=O)OB(c2cnc3ccc(Br)cc3n2)OC(=O)C1(C)C;7;1
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1;C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1;2;CC(C)[Si](C#Cc1cccc(B(O)O)c1)(C(C)C)C(C)C.CC(C)[Si](C#Cc1cccc(Br)c1)(C(C)C)C(C)C.COCCOc1cc2ncnc(N)c2cc1OCCOC.COCCOc1cc2ncnc(B(O)O)c2cc1OCCOC.COCCOc1cc2ncnc(Br)c2cc1OCCOC.CC(C)[Si](C#Cc1cccc(N)c1)(C(C)C)C(C)C;COCCOc1cc2c(NC(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)ncnc2cc1Br.COCCOc1cc2ncnc(NC(=O)OCc3ccc(B4OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O4)cc3)c2cc1Br;8;0
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1;Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1;4;Cc1cccc([1CH3])c1N.OCCN1CCNCC1;Cc1nc(Br)cc(NC(=O)OCc2ccc(B3OC(=O)C(C)(C)N(C)C(C)(C)C(=O)O3)cc2)n1.CN1C(C)(C)C(=O)OB(c2ccc(COC(=O)Nc3ncc(C(=O)O)s3)cc2)OC(=O)C1(C)C;4;0
